iter,err
0,93.25612231366101
1,93.21187010888703
2,93.1954497772893
3,93.18842337918863
4,93.18489339182432
5,93.18284013829789
6,93.1814995518111
7,93.18055227745955
8,93.17984179313699
9,93.17928588576902
10,93.17884003656695
11,93.17847166804914
12,93.17815651139202
13,93.17787803406932
14,93.17762448304855
15,93.17738726609095
16,93.17716014741576
17,93.17693882628681
18,93.17672061391949
19,93.17650416800656
20,93.17628935202386
21,93.1760770535155
22,93.1758689456778
23,93.17566722027732
24,93.17547428739083
25,93.17529246359155
26,93.17512370547996
27,93.1749694261975
28,93.1748304007612
29,93.17470676797353
30,93.1745981152002
31,93.17450360362189
