iter,err
0,93.53189725582989
1,93.35348132391391
2,93.21236940588237
3,93.13101008808914
4,93.10214810972064
5,93.0892620093641
6,93.08093206966535
7,93.07522010773742
8,93.0718022650256
9,93.06986705413702
10,93.06853795235867
11,93.06748855277678
12,93.06655850294507
13,93.06567007363789
14,93.0647941475738
15,93.0639348386801
16,93.06312480580644
17,93.0624062956945
18,93.06181592580211
19,93.06137027739962
20,93.0610627098059
21,93.06085015295054
22,93.06069728705096
23,93.06058182370714
24,93.06049222948803
