6.741677839558664516e-03,2.725062113985292703e-02,5.196194246279084439e-02
4.746645808837275660e-02,5.450966813200204888e-03,0.000000000000000000e+00
1.748861650130433334e-02,1.853283942130664816e-02,1.983147154227685172e-02
1.982232206267296737e-02,0.000000000000000000e+00,4.236155049941196793e-02
3.296712256643990341e-02,0.000000000000000000e+00,4.093026945287787932e-02
5.054329589135402555e-03,4.559658204949378069e-02,0.000000000000000000e+00
1.088141858579556344e-02,8.010920333028132348e-03,3.437183613427217347e-03
7.753677874102442823e-03,4.250046409835343125e-03,1.391670930503738010e-02
2.996945847702379984e-02,0.000000000000000000e+00,9.605423901080856934e-04
0.000000000000000000e+00,5.429620177745520665e-02,4.757539978932852354e-02
4.800129820116923358e-03,7.606837170126625434e-03,1.918905633872315317e-02
5.464754419109417796e-03,4.924256600679206147e-02,0.000000000000000000e+00
8.037216832523428039e-04,1.115309615661269904e-01,0.000000000000000000e+00
5.611281957948424659e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.178652686452647085e-03,9.554726541439914969e-03,2.113857832131963918e-02
8.108347633997212492e-03,0.000000000000000000e+00,5.783947915112180177e-02
4.884978092652910190e-04,0.000000000000000000e+00,7.153121292259433106e-02
9.986867127321143178e-03,3.588185245152864661e-02,4.998639671041411707e-03
4.893451090336892184e-02,1.389415334405051314e-02,3.919835318673232753e-03
1.337997642543605620e-02,5.101818427116603522e-03,8.106022206359451282e-03
3.621721822306142070e-03,7.382396608826433115e-03,1.144651561532320991e-02
3.292575985210884071e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.709126293292380985e-03,3.217824566612349085e-02,0.000000000000000000e+00
2.196113507448026192e-02,1.327881422448986539e-03,1.591076924034844596e-03
0.000000000000000000e+00,1.001099053630758462e-01,0.000000000000000000e+00
0.000000000000000000e+00,6.458076720999438025e-02,3.960640816155986538e-02
0.000000000000000000e+00,1.293319469651954545e-01,0.000000000000000000e+00
3.241324092705801657e-02,0.000000000000000000e+00,9.950247764732675793e-04
1.371228103095629633e-02,4.514753145250664616e-03,4.234537073035923166e-02
1.286533158309863083e-02,1.917943066325102433e-02,2.173308139286268977e-04
9.454950365803455395e-03,1.298619615148779820e-02,6.605127575152766606e-02
7.698439297822151119e-03,2.385236681901321647e-03,2.700958631363035902e-03
2.464206255948898916e-02,8.761456928215731639e-04,6.939221097954350118e-03
2.659442730410386049e-02,0.000000000000000000e+00,5.868910858568348980e-03
4.895682352053733893e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.389185457392676210e-03,2.610171719439656826e-02,0.000000000000000000e+00
1.674389341924407623e-02,5.125278532002564003e-03,1.116837380936195299e-02
2.336074354431599137e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.489421252679324181e-02,3.817510599544893246e-02
4.471124157639462526e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.181627248466620414e-02,0.000000000000000000e+00,5.679637293427626347e-03
8.570803999454180977e-03,4.949866032848192730e-03,2.457209378755911746e-03
1.632948462547269969e-02,1.227667282736105529e-02,6.654288856779177509e-03
3.618684245934525832e-03,5.794806675050879347e-02,0.000000000000000000e+00
9.234524394356543112e-03,2.407778203522213147e-03,1.590916521426380403e-02
8.106998439889899488e-03,1.141356169649812569e-02,2.143170594373520685e-02
5.553817857188779981e-03,5.131591393090113168e-02,2.879432447557832720e-04
5.284625569740847642e-03,1.133640903889371679e-02,3.224749187693790042e-02
1.342118451843393907e-02,7.554450516445687311e-03,7.874553901774810488e-03
1.734300233038240865e-02,1.146680127938143508e-02,1.328401458390197866e-03
5.175951532379626310e-03,2.079276892551766565e-03,3.360689573708019323e-02
4.822216407208450989e-02,0.000000000000000000e+00,3.696842541509828828e-02
1.450144551528695716e-02,0.000000000000000000e+00,2.120265392889174024e-04
1.045294909859494602e-02,4.729328559789906100e-02,0.000000000000000000e+00
1.012895862853884291e-02,2.178184393312755651e-02,2.293223340822472117e-02
1.316618227884483114e-02,1.183725321412310016e-03,1.159424910259821036e-02
7.582438290724245397e-03,1.711739514823823211e-03,7.699283239173747122e-04
1.712922486563865990e-02,9.167715226629534475e-03,0.000000000000000000e+00
1.144757138728466975e-02,4.466044536129966554e-03,1.392626631748144529e-02
9.922476017785546859e-03,0.000000000000000000e+00,3.349208320658335607e-03
1.629769769922861933e-02,3.032101526389641144e-02,0.000000000000000000e+00
1.051969510285334815e-02,6.657340794039046626e-03,2.799671636062187399e-03
8.518455425665720851e-03,1.065211997410116587e-02,0.000000000000000000e+00
1.089725788692861089e-02,0.000000000000000000e+00,1.804993662480257333e-02
4.052655077529362937e-02,0.000000000000000000e+00,1.310369736307649170e-02
1.697973781713255081e-02,0.000000000000000000e+00,1.007424683993302615e-02
2.785763836026640080e-04,1.437522235935498674e-03,1.985692173414667361e-02
4.869831886198828369e-02,0.000000000000000000e+00,6.859212916459198062e-02
0.000000000000000000e+00,0.000000000000000000e+00,7.704521899340942281e-02
0.000000000000000000e+00,0.000000000000000000e+00,6.279668692719801715e-02
3.870148760996296265e-03,3.553643598750498827e-03,2.573206870400352939e-02
1.459685478606260328e-02,3.186340418934249449e-03,7.337243647274823387e-03
2.452345802722405779e-03,1.885159774377339129e-02,1.432769132639597626e-02
4.926128840944571895e-03,7.638019193051215003e-03,1.542896504455434394e-02
4.969308239665060556e-04,0.000000000000000000e+00,4.733028824765869030e-02
4.264200232513980227e-02,1.847508044799800464e-04,0.000000000000000000e+00
9.561044903283479057e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.093395366960246973e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.649545100430443001e-02,2.398468061677166800e-03,0.000000000000000000e+00
3.649545100430443001e-02,2.398468061677166800e-03,0.000000000000000000e+00
9.834800327058508193e-03,4.775888124044387617e-02,0.000000000000000000e+00
6.554584552765231609e-03,1.389637637347125414e-02,9.326389929973684031e-03
8.234519605450862229e-03,6.708118208973288220e-03,8.700064513502747676e-03
1.280241963499116099e-02,0.000000000000000000e+00,1.351581977464195485e-02
1.372332625190528753e-02,2.558808372005182477e-02,2.753332891852060607e-02
1.202979032589555734e-02,0.000000000000000000e+00,6.393568089206502769e-02
4.189203893781986987e-02,5.447871761956134436e-03,0.000000000000000000e+00
1.442504608448817727e-02,1.107669801741707066e-02,7.682501623654133978e-03
3.852378069816384931e-03,7.162032071577620167e-03,8.990303981811604075e-03
1.277537602261002124e-02,3.978616907382481055e-02,2.231616715758474867e-02
1.058540197608235506e-02,0.000000000000000000e+00,1.212940097756212698e-02
