4.002564275683488312e-03,1.288544110356108427e-02,1.416328143392148317e-03,4.524812414469581850e-02,2.159938145855950283e-03,2.637397209267526577e-02,1.156765103241373487e-02
4.931904886235568414e-03,8.301850003680643839e-03,1.033726675152961318e-03,5.404729117912417113e-02,1.053689451442571014e-02,1.295399271254441334e-02,6.174533938720635357e-03
2.978595425068673863e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.193123111665612551e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.543076296248992452e-02,0.000000000000000000e+00,7.753119991934705191e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.258447032117833514e-02,1.587375004360020228e-02,0.000000000000000000e+00,7.324236399978420464e-02
0.000000000000000000e+00,5.302033267768055391e-02,1.667633568031836591e-03,0.000000000000000000e+00,8.254580114458703877e-03,5.729023626051797831e-03,0.000000000000000000e+00
9.763113882355586512e-03,8.201851496386504403e-03,0.000000000000000000e+00,4.441955664933496320e-03,6.733316278934233391e-04,4.282346391401501947e-04,8.525285858031190003e-03
3.319488748594039834e-03,2.648353248291723111e-03,1.217145906335754049e-02,3.764809136257478428e-03,4.123349309788408579e-03,1.129362369374505536e-02,7.981302481016619129e-04
0.000000000000000000e+00,0.000000000000000000e+00,1.639980520090624947e-03,0.000000000000000000e+00,4.575822159120651773e-03,3.592212450992362388e-03,8.177171150977143033e-02
1.805488364429459541e-03,5.445325000402526788e-02,0.000000000000000000e+00,5.219809051000294520e-02,1.311543599908039127e-03,0.000000000000000000e+00,0.000000000000000000e+00
6.991958593779876337e-03,6.075645036396687057e-03,1.301739697800025596e-02,4.491812043182301026e-03,1.459542207221175636e-03,5.406472612386874557e-03,1.007134737541956352e-03
8.706838336764072955e-03,5.454091542055423958e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.749760147692087237e-03,0.000000000000000000e+00,5.957980370350995187e-04
