iter,err
0,93.04753162098422
1,93.01395011613201
2,93.00554247850293
3,93.00184267797862
4,92.999516663769
5,92.99783902436485
6,92.9965421159658
7,92.9955125471639
8,92.99469645654929
9,92.99403299308607
10,92.99347954781862
11,92.99300722695703
12,92.9926038686658
13,92.99226821239509
14,92.99197824511043
15,92.9917217178447
16,92.99149207915939
17,92.99128493382722
18,92.99109702669823
19,92.99092612912568
20,92.99077062639148
21,92.99062983677915
22,92.99050337572683
23,92.99039060100903
24,92.99029120610454
