iter,err
0,93.5421335031287
1,93.49505830587412
2,93.43600732921732
3,93.35960549947526
4,93.27876303429116
5,93.20865761586464
6,93.15620739080552
7,93.12023613057713
8,93.09605548564468
9,93.07909858770329
10,93.06638938323384
11,93.05635121374847
12,93.04811403619712
13,93.04120198769678
14,93.03538223333952
15,93.03046788360092
16,93.0262603292096
17,93.02262156238545
18,93.01943619155827
19,93.01660765989794
20,93.01407559524483
21,93.01181680854442
22,93.00979631223306
23,93.00797721094763
24,93.00631800514164
25,93.00478580494396
26,93.00336249124979
27,93.00202159009831
28,93.00074847826274
29,92.99955343708662
30,92.99843683175236
31,92.99738487517149
32,92.99639303149753
33,92.99546905323261
34,92.99461887268542
35,92.9938326433345
36,92.99310890380023
37,92.99245399391307
38,92.99186994261032
39,92.99135113781463
40,92.99088846293502
41,92.99047015581165
42,92.99008568999182
43,92.98973031055156
44,92.98940560050505
45,92.98911276721057
46,92.9888571918578
47,92.98863040669926
48,92.98842341786722
49,92.98823158991357
50,92.98805678563362
51,92.98790227352873
52,92.98776530313165
53,92.9876409451441
54,92.9875263458646
55,92.9874195104874
56,92.98732107379696
