6.921175643698386226e-01,2.570460127677586665e-02,2.796716893012320473e-02,2.356587136232447255e-01,9.502055664405317792e-03,0.000000000000000000e+00,0.000000000000000000e+00,9.049896135612306089e-03
8.122029288949527137e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.855666360426827810e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.230435062364444568e-03,0.000000000000000000e+00
7.680585740198303535e-01,0.000000000000000000e+00,2.907519537910756421e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.316506740263784836e-01,0.000000000000000000e+00
1.608708877171254395e-03,0.000000000000000000e+00,6.269625119331652119e-01,0.000000000000000000e+00,3.713673133222486489e-01,6.146586741483713728e-05,0.000000000000000000e+00,0.000000000000000000e+00
5.640714713735451441e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.549211381846434366e-01,8.794259552601077501e-02,5.007291191519912532e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.701675907688864564e-01,4.298267693353624019e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.639895751093421312e-06,0.000000000000000000e+00,0.000000000000000000e+00
8.810329180752832778e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.072093701744264160e-01,0.000000000000000000e+00,1.175771175029038593e-02
8.547647905370279187e-01,0.000000000000000000e+00,1.310997623849921578e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.412201886208054417e-02,1.342821589924661174e-05
2.429062527903006752e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.028396622933874571e-01,2.110215319099263535e-04,5.404306338440197782e-02
1.580804667291749177e-01,3.890596239905625975e-01,5.325461505876533455e-03,4.191570704319886320e-01,2.837737734239715801e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.334133017967198853e-01,0.000000000000000000e+00,6.658668727926987663e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.092401011511080704e-08
7.348648778817767901e-01,2.612636315919570351e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.871490526266182109e-03
6.232761080865645287e-02,5.248285459755891447e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.128438432157545135e-01,0.000000000000000000e+00
1.998989174592680773e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.976301427972637970e-01,5.024709397434681257e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.605079955452362706e-01,0.000000000000000000e+00,1.387089380781046655e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.830663766591063708e-04
1.608317197952276179e-01,0.000000000000000000e+00,1.887487539393061242e-01,6.504195262654663967e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.957906638459530169e-01,0.000000000000000000e+00,2.714133370026725611e-01,3.222327611163434691e-01,8.341352118438824514e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.221885916592173521e-03
7.273548316158369165e-01,1.139272023664137795e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.579153599587097612e-02,1.763798011407078162e-02,6.528844990780759139e-02,0.000000000000000000e+00
6.455505726121938403e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.989817492711281943e-01,0.000000000000000000e+00,4.618479957377866901e-02,9.282878542899436827e-03
9.610776544811655553e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.892234551883453492e-02,0.000000000000000000e+00,0.000000000000000000e+00
8.837725397001625627e-01,0.000000000000000000e+00,1.071539164147573830e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.502783329122644722e-03,4.570760555957365315e-03
5.962809475921350133e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.037190524078650422e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.140156483273784938e-01,7.509635513069981561e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.747673814588028729e-02,1.341125839604140682e-02
6.112439424669244836e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.759498836610686678e-02,3.090527489450917709e-01,2.210832022187685791e-02,0.000000000000000000e+00
4.965089008268091381e-02,9.464096616943471485e-01,3.939448222971992340e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.059871703052821384e-01,3.524133419577347714e-01,1.241160115454867929e-01,1.212391952845547072e-01,0.000000000000000000e+00,2.879797530607228206e-01,0.000000000000000000e+00,8.264527846218798837e-03
1.144785690611031977e-02,5.635915222269660685e-01,0.000000000000000000e+00,1.468380027459817161e-01,0.000000000000000000e+00,2.624194480829129539e-01,0.000000000000000000e+00,1.570317003802893657e-02
6.237264932926527283e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.762735067073473827e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.039802821465967142e-01,0.000000000000000000e+00,1.486330362079528586e-03,2.964387533939795150e-01,4.883067308150491198e-02,0.000000000000000000e+00,4.926396101583935955e-02,0.000000000000000000e+00
9.360789118662714570e-01,1.383987770991755746e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.008121042381096649e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.068814193169025650e-01,0.000000000000000000e+00,1.030550301281165683e-02,4.900443042091531254e-01,1.044864848518080591e-01,2.882778526268465202e-01,0.000000000000000000e+00,4.435982478090431498e-06
7.585194339243079842e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.846957118902102707e-02,0.000000000000000000e+00,2.130109948866708847e-01,0.000000000000000000e+00,0.000000000000000000e+00
5.459379324762401176e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.540620675237599935e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.113007283618458576e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.886992716381541979e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.250217949635340275e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.135386589592251166e-01,6.614395459880133554e-01,8.922746385155736758e-11,0.000000000000000000e+00
9.495355873969514304e-01,4.407238948380377830e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.021523341450845009e-03,3.704997777939435548e-04
9.857782095718593540e-01,0.000000000000000000e+00,3.337744246748534476e-06,0.000000000000000000e+00,1.608948813211923384e-03,0.000000000000000000e+00,1.260950387068209520e-02,0.000000000000000000e+00
5.789847665828201694e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.924495850202958470e-03,9.932831241281439016e-01,1.213395255070388997e-03,0.000000000000000000e+00
2.185080804064139237e-01,2.603719822469132139e-01,5.210352086825665863e-01,0.000000000000000000e+00,0.000000000000000000e+00,8.472866410621289913e-05,0.000000000000000000e+00,0.000000000000000000e+00
4.755043626493800080e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.415660294488303172e-04,5.240538220477806153e-01,2.492733905858059978e-07,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.872680340597337345e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.029789368391438933e-02,2.434072256351913020e-03
9.845852174765755693e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.258156881735771754e-02,2.833213706066654153e-03
6.568212789929557260e-01,3.261958735715974056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.698284743544692041e-02,0.000000000000000000e+00,0.000000000000000000e+00
7.260305117004219877e-01,0.000000000000000000e+00,2.384307941550173060e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.553869414456064385e-02,0.000000000000000000e+00
5.492211955707460014e-01,0.000000000000000000e+00,9.801164494581154907e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.143010323183821897e-01,3.846612716506022517e-02,0.000000000000000000e+00
7.153199075961248488e-01,2.793011497555356604e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.378942648339499547e-03,0.000000000000000000e+00,0.000000000000000000e+00
4.025343850849963848e-07,0.000000000000000000e+00,2.014322801009187924e-01,1.234356187457064380e-01,0.000000000000000000e+00,6.519590860496463636e-01,2.317261256934329688e-02,0.000000000000000000e+00
9.841418199738080075e-01,0.000000000000000000e+00,1.381260980776184282e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.086758072039563018e-04,1.494812295800731008e-02
6.073317547508079173e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.926682452491920827e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.329628295373229241e-01,0.000000000000000000e+00,1.396343203537698252e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.443226278142736352e-02,0.000000000000000000e+00,2.970587327479810424e-03
3.125903772315542090e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.047509961694698455e-01,3.681513750717367861e-01,3.958385910356379545e-01,0.000000000000000000e+00,0.000000000000000000e+00
9.828319222728870708e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.223952820050165341e-03,0.000000000000000000e+00,1.394412490706282287e-02
6.747192715727013956e-01,2.752290034146034348e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.221821369320375210e-03,4.682990364337479006e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.629676890287693913e-01,0.000000000000000000e+00,2.723777161927897275e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.794539351951568260e-03
7.816999740831050980e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.666960483017196126e-02,2.308270009692955232e-02,7.219032860425038389e-02,4.635739238554305308e-02
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.783604007603772246e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.007230107469138380e-02,5.349532336951438698e-03,6.217765827979904354e-03
8.815164225431115774e-01,0.000000000000000000e+00,4.221494270264158910e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.625807151429014885e-02,1.056323995666062601e-05,0.000000000000000000e+00
