6.923505921310561632e-03,4.169589168359328910e-18,2.680980893519007147e-01,1.322795675862012521e+00,2.407295615401294775e+00,5.057118397303862478e-01
1.388804165845708150e-01,3.532491535097560309e+00,2.520308114315177317e-01,6.726769077818515186e-01,1.504948476989352024e-01,3.407132982858986914e-01
1.024319206552321448e+00,4.491882954080343715e-02,2.596430639564084398e-20,3.046816846296934056e+00,1.096877478583824390e-07,8.522245173937311943e-03
1.810356490708383559e+00,6.398520015455138081e-79,6.091100347681730134e-15,6.351113490401629786e-47,1.502648257542856695e-23,2.006669415430489156e+00
8.611715055195720157e-05,7.649919564349526580e-01,2.300829337798543485e-50,1.901838536598951362e-45,2.084036109897420275e+00,1.954241078973028012e+00
1.638715268740367260e-05,7.393102890741330875e-05,1.928571279805174399e+00,1.684872495566016315e-01,3.182147729004002436e-11,2.793363515904662142e-01
2.849931350178638856e-01,1.858699563059959536e-01,3.296305877920148175e-01,2.393423311120081512e-02,1.996554362707323727e-01,3.941175002549249240e-01
4.351023469851520997e-01,5.080542322414515616e-02,2.298991157574602467e-03,5.641259281753936428e-01,1.979149516402581022e-01,1.970113466318853535e-01
3.244269051659455227e-01,6.999987406035015347e-01,2.381485624769478365e-02,1.824588839143611099e-02,9.435280473641258908e-03,1.295866469323686987e+00
7.039550116879241881e-12,9.374501978878706028e-15,1.935293972632188941e+00,1.373853398781450443e-07,2.816747920193988897e+00,1.576558354926493183e-02
6.445148626505149414e-01,6.694131542561664039e-02,3.569403628192664194e-11,6.424655071229347092e-01,2.263752554406298911e-01,3.630309255684380232e-02
7.835223849410114561e-24,6.059219826636835139e-13,1.840130130659239693e+00,1.644166268579974888e-01,1.560058983124353316e-01,2.481209276987118295e-01
2.028591421142780621e-21,2.858914130750203044e-14,3.781862661537038761e+00,2.582681612164071439e+00,7.676148940632259712e-80,2.730152717505021344e-29
7.431001940232862259e-37,3.051226946309526067e+00,3.131723182743226782e-46,7.867618005411569959e-38,9.279903740668214514e-67,2.306930538160860245e+00
6.901401199671181041e-01,9.060263103238522242e-02,4.877464624022137226e-16,5.628831427483053096e-01,3.282933672015195814e-01,1.328291506934746735e-01
1.915484071834455682e-01,1.147049761783237809e+00,7.876541043912899876e-27,1.825615757048224449e-26,2.514800784871959127e+00,1.139784063307538974e-15
1.557518285682343517e+00,1.341126418530658314e-17,2.057611174611734250e-37,3.614892160273234631e-17,1.957029014570773384e+00,2.371034393057720269e-04
1.306782516948859149e-02,1.692926480312215762e-31,7.753334183887801156e-01,1.075274181426698838e+00,4.643444126827045992e-01,6.208570938469755163e-01
1.810886682585668481e-11,3.967573968927452534e-17,2.351813299786758909e-04,1.327566225877415906e+00,3.604327169809523057e-01,3.427346656771661948e+00
6.657433988321493912e-01,2.900926720738449260e-01,2.922619285930175836e-01,1.389405349475551776e-01,1.374462026656465957e-08,3.438359261054426130e-01
5.530582055848354273e-01,1.247778994012753678e-04,1.680739066758039912e-01,3.783997250049755401e-01,4.272038856409964350e-03,7.209908744997477192e-02
6.809076593648799884e-04,4.184544799513900210e-05,8.421326293658277570e-12,4.780162951792726903e-10,4.228328640332117833e-02,2.467719060425100697e+00
1.693794312352946082e-07,3.192948099008460218e-06,3.003197050190027362e-01,1.949924065657069994e+00,5.809053395252478796e-02,9.020999520087254545e-03
5.984319846128270036e-08,2.084036640943722624e-02,1.056988863116359728e-01,2.318170341299732318e-01,3.354090661597999845e-02,1.321010346849199379e+00
4.517493789513572583e-46,2.115930943166585346e-48,3.484386628657793139e+00,6.973658108295995861e-01,3.113128571765382659e-06,2.976498242310125660e-47
1.502262092944480765e+00,4.620622288075190012e-72,1.902496175964668135e+00,4.031260747753898866e-57,1.949510064247994556e+00,2.069564321090158577e-14
7.539987013778849055e-81,1.357072525504482841e-18,3.786931752539617335e+00,1.011754758221487273e-39,2.559068964296527415e+00,1.863611269916113644e-01
1.038283175336418136e-14,2.800701706951759462e+00,1.468244665894237629e-08,2.590261726181407598e-01,2.546737214347848943e-01,2.271876984140355216e-01
3.689282728271683844e-04,3.870593351300121460e-23,1.694166364596583703e-06,6.481744079662804525e-01,2.150159829124796307e+00,7.287494985350044807e-01
