5.653742927118533650e-03,2.908756495913389362e-02,0.000000000000000000e+00,6.247090153596020906e-02
4.362521106946726235e-02,9.125754814174364890e-03,1.618487781990274451e-03,4.521732965127790715e-03
5.798716540561797347e-03,2.712127393601474618e-02,3.909827041051062990e-02,0.000000000000000000e+00
2.037228824033549685e-02,0.000000000000000000e+00,4.934388730148002444e-02,0.000000000000000000e+00
3.310799893092553764e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.474047661262250453e-02
3.816843306945747784e-03,4.937839045282655520e-02,0.000000000000000000e+00,0.000000000000000000e+00
6.999594942124997415e-03,8.005455290758117098e-03,8.735016836156590109e-03,4.037992556907779237e-03
4.821320922304766880e-03,7.035258944489437144e-03,1.346794140068313314e-02,4.559865609355160700e-03
2.778550661955228943e-02,0.000000000000000000e+00,6.531150274747715354e-03,0.000000000000000000e+00
0.000000000000000000e+00,4.768787299129498974e-02,0.000000000000000000e+00,7.303139424263946355e-02
1.371789747596292158e-03,1.128231421859939541e-02,1.912043358797747492e-02,4.806901908396985813e-03
2.236397247669303246e-03,5.343981317466636044e-02,1.071318346700152451e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.196612409435782592e-01,2.367422735287211483e-04,0.000000000000000000e+00
5.781845734142117971e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.638862072142821296e-03,1.312902595791600249e-02,1.944713712604076092e-02,7.272534389264749544e-03
9.312939156278321126e-03,0.000000000000000000e+00,2.326217293855890791e-03,6.628877128460559931e-02
0.000000000000000000e+00,0.000000000000000000e+00,4.127903239381894296e-02,5.062742175776838854e-02
7.206358951472193949e-03,3.681193397991781857e-02,2.256567762892042195e-03,1.110783180081074961e-02
4.454654341805373147e-02,2.093990783293566207e-02,7.813825356453192312e-05,7.799241676760592171e-03
8.384389026867262659e-03,7.463941002627237815e-03,1.781279585128860143e-02,0.000000000000000000e+00
7.424207517370036294e-04,1.002402175050055334e-02,1.611731710027477713e-02,0.000000000000000000e+00
3.032995730562951589e-02,0.000000000000000000e+00,4.969791149670338068e-03,3.808259761570917910e-04
3.250026209643096329e-03,3.681369553078610996e-02,2.284815626397494141e-03,5.411049195692293990e-04
1.852411681657879089e-02,3.746893378352775597e-03,6.326320756513588613e-03,0.000000000000000000e+00
0.000000000000000000e+00,1.036122163176121519e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.171766503530043024e-02,3.946920946220353749e-02,4.691006358690717748e-02
0.000000000000000000e+00,9.928770850087371980e-02,0.000000000000000000e+00,5.658944195446204140e-02
3.141444353630598596e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.560883986500357978e-03
1.020313055564464784e-02,5.537005187854968785e-03,5.747815471834704206e-04,5.647144960236952921e-02
9.271368280814306154e-03,1.890035673892096965e-02,3.066603605181185323e-03,7.600293357632775110e-03
1.025284321508997988e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.062695666184993587e-01
7.298442351066149712e-03,2.882642819399206836e-03,2.160087054479913841e-03,1.508248239330322931e-03
2.510499104211785792e-02,9.657954197492165912e-04,1.322248691260572481e-03,6.952755784906621168e-03
2.474617810523419698e-02,0.000000000000000000e+00,1.012760597004941712e-02,0.000000000000000000e+00
4.527635620069085653e-02,0.000000000000000000e+00,2.089237366177618474e-03,0.000000000000000000e+00
3.135683208856549463e-03,3.192166762065819924e-02,6.364466011332733410e-03,0.000000000000000000e+00
1.152290812932544803e-02,8.459182542694560283e-03,1.384719519587568684e-02,5.837872726901466996e-03
2.284526571572376499e-02,0.000000000000000000e+00,2.302087789154294724e-04,0.000000000000000000e+00
0.000000000000000000e+00,3.748180699427143547e-02,3.691393377457818925e-02,3.187035376862538960e-03
3.942588492807833078e-02,0.000000000000000000e+00,7.590027756594511059e-03,0.000000000000000000e+00
1.638732005239968564e-02,1.260892599688905958e-03,1.542954883687146748e-02,0.000000000000000000e+00
3.853089128803311846e-03,8.178830657045501121e-03,1.091262383076488721e-02,0.000000000000000000e+00
7.305978587435528471e-03,1.889250108682860932e-02,2.062176191400250796e-02,0.000000000000000000e+00
1.003343218513461088e-03,6.134663907014029777e-02,5.493431736519808692e-03,0.000000000000000000e+00
5.553640056432525632e-03,5.238304168333757574e-03,2.378151381314975998e-02,0.000000000000000000e+00
4.322049967810145943e-03,1.347194949765396707e-02,2.563838389743653898e-02,3.891678322751601898e-03
1.252894261410602639e-03,5.565735247247043799e-02,1.010664982774533462e-02,0.000000000000000000e+00
6.493531376745687034e-03,0.000000000000000000e+00,1.486430642425214978e-02,4.162776020407328581e-02
6.617614085081209400e-03,1.242709949936576450e-02,1.735744039695433574e-02,3.725328982799488140e-04
1.732958765990199115e-02,1.129247782302455691e-02,0.000000000000000000e+00,3.820076615956844931e-03
0.000000000000000000e+00,2.510410143340786101e-03,4.990815690434806384e-02,4.244056309162084779e-04
4.847820961902447878e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.665164632953904877e-02
8.740192092526926151e-03,1.645260188525439352e-03,1.141870277580535505e-02,0.000000000000000000e+00
6.446956691069152638e-03,5.338376716916412579e-02,5.989137536722127959e-03,0.000000000000000000e+00
7.965762786690291886e-05,2.522901298412513760e-02,4.672359517627312081e-02,0.000000000000000000e+00
1.023228843364547107e-02,4.614810288652728895e-03,1.399887399336131877e-02,9.616460186442574989e-04
4.229920936062894592e-03,3.997908199509933418e-03,6.479544798562734444e-03,0.000000000000000000e+00
8.804626319794355352e-03,1.348892843758301395e-02,1.393589183759249076e-02,0.000000000000000000e+00
6.713641966145813753e-03,7.065131231026766830e-03,2.173847432385201534e-02,7.953821866255048403e-04
7.133886694683943923e-03,0.000000000000000000e+00,9.991516675772249556e-03,0.000000000000000000e+00
8.725086591414394840e-03,3.642987719347941938e-02,8.175372643423359925e-03,1.618435093895584116e-03
4.394378238036835901e-03,1.061875200118338365e-02,1.302836070987161560e-02,0.000000000000000000e+00
5.126165018429390194e-03,1.313982504916636276e-02,4.305786047110890524e-03,0.000000000000000000e+00
8.315006451252830028e-03,1.127251972787433410e-03,1.810560104237035270e-02,4.818266319217922797e-03
3.924971521752823600e-02,0.000000000000000000e+00,1.602338336184433443e-02,9.129511276234103826e-04
1.341281987107922555e-02,0.000000000000000000e+00,1.498641861636456143e-02,3.025894986011123770e-03
0.000000000000000000e+00,1.369475040836869682e-03,2.494276161344805010e-02,0.000000000000000000e+00
5.280758912684979656e-02,0.000000000000000000e+00,2.015192124203619983e-02,5.494348050819136686e-02
0.000000000000000000e+00,0.000000000000000000e+00,8.619733106544015533e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.498269499547703019e-02,5.699282591149027605e-02
1.994065843461250223e-03,3.611557532393350808e-03,2.566097671159912538e-02,6.620154800288454051e-03
8.835387614272459389e-03,6.248632923831655764e-03,1.755525893467390144e-02,0.000000000000000000e+00
1.348676512692178033e-04,2.202616222512188138e-02,1.412261141008332166e-02,3.728001317796196361e-03
8.526285173830963496e-04,8.877627925751557791e-03,2.194869658444167232e-02,2.425679518723914112e-03
0.000000000000000000e+00,0.000000000000000000e+00,5.541434314954870460e-02,0.000000000000000000e+00
3.471512330621830816e-02,5.082060602542575085e-03,1.417047504616537196e-02,0.000000000000000000e+00
9.519723090255532982e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.387185457371240077e-02,3.150338788325343295e-03,1.665740282328557207e-03,0.000000000000000000e+00
3.673379366154611025e-02,2.907278086225391963e-03,0.000000000000000000e+00,7.500733723006474231e-04
3.673379366154611025e-02,2.907278086225391963e-03,0.000000000000000000e+00,7.500733723006474231e-04
7.410739141914084172e-03,5.113857927957776717e-02,3.545826325788017843e-03,0.000000000000000000e+00
3.160800771860520879e-03,1.656370105072826546e-02,9.574896961569549086e-03,4.995970732476383118e-03
4.925843272455064648e-03,9.974824773886038776e-03,9.969037073438937260e-03,3.210252042248959350e-03
8.479483064006641466e-03,0.000000000000000000e+00,2.365588850986666616e-02,0.000000000000000000e+00
7.449630064411452354e-03,3.614350792914501620e-02,2.853782628322608372e-02,2.038100981426794155e-03
1.105397748336620035e-03,0.000000000000000000e+00,9.757204434059790765e-02,0.000000000000000000e+00
3.734404810195276342e-02,1.158401323232696213e-02,5.931386918742550434e-04,0.000000000000000000e+00
1.088571914610729323e-02,1.528304513276682909e-02,8.864404416636342821e-03,2.072173402747826045e-03
2.965163292920144997e-03,6.777799013742378045e-03,5.196582642329949583e-03,7.900523780902451651e-03
4.240337376496621478e-03,4.278826063341111680e-02,4.462344390350842654e-02,0.000000000000000000e+00
9.431336759475840090e-03,0.000000000000000000e+00,4.220103332209215220e-03,1.202557246988610225e-02
0.000000000000000000e+00,2.153049278884440476e-02,6.678650677511496769e-02,0.000000000000000000e+00
1.391264799368403847e-03,2.263620875059104212e-03,4.910712424323350478e-02,0.000000000000000000e+00
1.166957088315765008e-02,0.000000000000000000e+00,1.334459133273024727e-02,5.036437959809868942e-02
1.137939362311726939e-02,5.503770415565085658e-03,1.576658053933957179e-02,0.000000000000000000e+00
5.347473815316634675e-03,0.000000000000000000e+00,2.151240834689854137e-02,6.052523907332667090e-03
0.000000000000000000e+00,2.676219860709087156e-02,7.586563347549012126e-02,0.000000000000000000e+00
1.136175999592541237e-02,1.584233834657295531e-02,2.706895229266875411e-02,1.370187530919666358e-02
7.154444846355960397e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.624665471948402109e-04,1.071788588322601828e-02,1.168158097536725268e-02,4.821712870952048896e-02
2.465534492208084488e-02,0.000000000000000000e+00,4.714318879521079558e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.487638600400396222e-02,6.144256356251392298e-02
4.632237807893003351e-03,2.014155305185268228e-03,2.076561337014717207e-02,0.000000000000000000e+00
2.876332098909365614e-03,3.124549532882888586e-02,1.758542214464454967e-02,0.000000000000000000e+00
7.848988763178517403e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.155859227271391447e-03,1.437250479019358887e-02,5.708167273348042220e-03,0.000000000000000000e+00
1.117893465784069139e-02,2.521241108617046801e-03,4.674732909876504194e-02,0.000000000000000000e+00
9.760779753473119644e-03,9.124019833261783063e-03,3.205273632965836665e-03,4.986007568726961992e-03
1.430561767964386687e-02,8.616817114711041586e-03,3.933059315292995045e-02,0.000000000000000000e+00
4.525201164177691804e-03,9.649205357885938875e-03,8.611182911661956207e-03,0.000000000000000000e+00
4.144048500132608399e-04,6.463706335929306776e-04,5.389531978295714065e-02,0.000000000000000000e+00
1.117745526859670324e-02,3.351559817495707461e-03,1.354771600372217492e-02,2.295622262702337081e-03
3.019842072309662610e-04,1.584409543770658874e-02,4.476482707641364633e-02,5.187659049261831440e-03
8.050622854059054714e-03,9.939257508292616283e-03,1.740036056605006459e-02,3.191531532050630605e-03
0.000000000000000000e+00,2.347650542514079924e-02,5.469106570339179324e-02,0.000000000000000000e+00
1.157088064417826148e-02,5.638396339726352464e-04,7.542587726860310558e-03,5.329920428965889689e-02
3.465022645781393879e-02,1.785030587332323698e-02,2.415645464270593876e-03,2.814128838573197369e-03
0.000000000000000000e+00,0.000000000000000000e+00,8.044017115373489069e-02,0.000000000000000000e+00
1.782701205407453623e-02,6.530243462550218425e-02,0.000000000000000000e+00,7.845493027457742935e-03
4.933926332581594146e-03,3.587057455395449481e-03,1.945105014265453500e-02,2.363093878030608774e-02
1.804311505058501727e-02,7.210257655367016596e-04,3.698894709035783351e-02,4.788553744837732370e-04
7.736726325939671280e-03,2.533592627458289628e-03,4.828029999271429146e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.057132898624813799e-01,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.927043447288243727e-02,3.320548043085548139e-03
3.181592781214308968e-02,0.000000000000000000e+00,3.360432358183946915e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,6.509009787646723166e-02,0.000000000000000000e+00
8.565692516485881591e-03,1.360302399867655693e-02,4.606336119932942855e-03,2.951406884138178203e-03
1.453083445642799724e-02,1.582364964381135011e-02,5.808314358341047992e-03,9.005245508448396496e-03
3.465053382037315902e-03,5.882297017271138906e-02,5.600791916661669242e-03,2.137431222878710246e-03
3.213918236653118612e-03,5.190304954942025900e-02,0.000000000000000000e+00,5.139574249762865824e-04
