6.913706132207557697e-01,1.306193683440071314e-02,1.741178447230962503e-02,2.236767755294298554e-01,8.470857242641779972e-03,3.408340035038272958e-02,0.000000000000000000e+00,5.507338848553101560e-03,6.417293501526373511e-03
8.257711395453051217e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.742246421508318321e-01,0.000000000000000000e+00,4.218303862989304572e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.831987120610059083e-01,0.000000000000000000e+00,7.041925984144195736e-09,0.000000000000000000e+00,0.000000000000000000e+00,2.418950216370824580e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.490625925998561918e-02
6.535388233866348644e-04,0.000000000000000000e+00,6.194275695657326386e-01,0.000000000000000000e+00,3.799188916108807157e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.150443674905759328e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.582703034207168069e-01,8.921930626478147275e-02,0.000000000000000000e+00,4.702491866757166350e-01,0.000000000000000000e+00,7.567668897275587432e-04
5.868156844790488602e-01,4.131843155209510843e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.649367510400164383e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.222255684634218409e-02,1.489978160932674267e-02,4.794091050431471823e-02
8.528314575753879190e-01,0.000000000000000000e+00,1.333026068364298322e-01,0.000000000000000000e+00,1.014999894894422851e-04,1.376443559542980984e-02,0.000000000000000000e+00,0.000000000000000000e+00,3.263145716514590880e-12
3.093483784143770676e-01,0.000000000000000000e+00,0.000000000000000000e+00,7.492882773856814243e-13,0.000000000000000000e+00,0.000000000000000000e+00,6.346452297799881626e-01,5.600639177424357462e-02,3.064185933565814795e-11
7.016000850363640629e-02,3.870903745866106083e-01,6.802502840604559035e-04,4.157364714777180281e-01,5.520873994366553433e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.479946220139952053e-03,6.964420898416902317e-02
9.097626463344661296e-01,0.000000000000000000e+00,7.359741372112567348e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.663993994440821425e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.409680685128294808e-01,2.570466719927675392e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.985259494402848591e-03,0.000000000000000000e+00
6.871713894501935149e-02,5.295789211601373836e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.017032974171785842e-01,6.424776646484516476e-07,0.000000000000000000e+00,0.000000000000000000e+00
1.819676054016713396e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.859539821279976080e-01,5.320784124703310525e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
