2.473349670036729606e-02,4.293489764618766032e-03,0.000000000000000000e+00,4.500938973143975980e-02,0.000000000000000000e+00
2.114612274183829549e-02,4.945103588485076380e-04,8.832178758075208500e-04,4.676120886884067157e-02,3.127551263376412375e-03
3.849261730582228397e-02,0.000000000000000000e+00,1.681114529919437023e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.386118090816097466e-03,5.315570051354419345e-02,0.000000000000000000e+00,7.836554621307637025e-02
8.089687589722199812e-03,0.000000000000000000e+00,1.235194957106998045e-03,5.938634781384131284e-02,2.778463834653371878e-02
8.073353104701126368e-03,5.070797344286870345e-02,7.421752882644656575e-04,0.000000000000000000e+00,3.558660117367076943e-03
1.011118765057109591e-02,4.860048284566303306e-03,3.965165190404172126e-03,5.024029924648371059e-03,8.768082054196672500e-04
1.109528306645564399e-02,9.759840669007845528e-04,9.129745571589275785e-03,2.586425135337586459e-03,7.390057163451411266e-04
1.883538671828120445e-02,0.000000000000000000e+00,6.028155741650737670e-03,7.726267028771638054e-03,4.023645473182938317e-03
3.355704483370519869e-04,5.637046727199369889e-02,0.000000000000000000e+00,5.621006079336451217e-02,2.427398296966235339e-03
1.117937777477393327e-02,1.452237747933995656e-03,1.259541599302227595e-02,3.408656206448108534e-03,0.000000000000000000e+00
1.030689025532014261e-02,5.153836324989771733e-02,0.000000000000000000e+00,0.000000000000000000e+00,9.564976054222654352e-04
2.363393597359622275e-02,1.100815046060804742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.588833376327359853e-02,8.552106240933912695e-02
1.156384010960362710e-02,3.571287391427228983e-03,1.447316436266987173e-02,5.507922334753968634e-03,4.388884946985515626e-04
0.000000000000000000e+00,0.000000000000000000e+00,8.105052556647207238e-03,6.926164717233433687e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,4.304602793900108582e-02,3.983801504920950198e-02,1.290462403455171214e-03
1.898881221535088717e-02,2.218127170292521003e-02,0.000000000000000000e+00,2.863419855523907653e-03,1.248628893279149672e-02
2.605623764419981794e-02,1.907310673251007196e-03,0.000000000000000000e+00,1.931188088976353977e-03,9.648925512924387549e-02
1.260606536675697685e-02,3.329553147144587166e-03,1.227265456080536832e-02,6.969501732467027911e-04,0.000000000000000000e+00
6.545152909491922140e-03,4.880630840412715499e-03,1.197081428622354636e-02,0.000000000000000000e+00,2.397042376983299448e-03
5.975093914446446414e-03,0.000000000000000000e+00,1.079438478620875627e-03,7.745385856493484239e-04,7.290288124955822402e-02
2.612752852037294668e-02,8.247247607349164969e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.694849946167906185e-02,0.000000000000000000e+00,4.399476261820254967e-03,0.000000000000000000e+00,1.225292894341038080e-02
3.962907593887497228e-03,1.077887007424947335e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.382843925520753636e-02,4.095571842543595242e-02,3.579057058217439274e-02,0.000000000000000000e+00
1.145464215707090328e-03,1.178900221433330092e-01,0.000000000000000000e+00,5.204098480350279055e-02,0.000000000000000000e+00
8.258808004109007700e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.401160464647770748e-02,3.515810508667438754e-03
1.749833394094904918e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.153203155990482093e-02,5.321211369481545356e-03
8.513319978013200034e-03,1.357334218581957366e-02,0.000000000000000000e+00,7.645533851625824044e-03,1.825148691466433812e-02
2.970359342594322593e-04,0.000000000000000000e+00,7.443648856949655742e-04,8.711610433076689974e-02,2.544195645883954443e-02
2.781419353013634202e-03,3.743382922164830134e-03,2.820127826257771801e-03,4.758114588611498004e-03,6.203460364175207402e-03
4.130789944602886524e-03,1.535166795100640193e-03,3.059085405840898664e-03,3.954708559737155071e-02,0.000000000000000000e+00
4.167516463000367662e-03,0.000000000000000000e+00,1.017454204720773421e-02,3.146760812210817188e-02,6.302064365239970663e-03
2.574827094630005239e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.553109065701387015e-02
2.109256376452109047e-02,1.113737856114267732e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.991891810401830859e-02,0.000000000000000000e+00,6.102446953182828759e-03,3.095559337722393785e-03,3.315257783888483044e-03
1.552393532336745000e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.763269066792874651e-03,7.493580589412024949e-03
0.000000000000000000e+00,5.010157308413425853e-02,4.046034308511944205e-02,1.829750424692505443e-04,0.000000000000000000e+00
3.144380408142141009e-02,0.000000000000000000e+00,1.963541188024466293e-03,0.000000000000000000e+00,1.521431475372651485e-02
1.427852115531051160e-02,0.000000000000000000e+00,1.055786568138066851e-02,6.198066067532378466e-03,4.019851386912168603e-03
1.196953738978061982e-02,2.222031352200102650e-04,3.880152993022497557e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.622136961095413582e-02,0.000000000000000000e+00,5.275570174150337639e-03,0.000000000000000000e+00,0.000000000000000000e+00
8.694936059230426451e-03,6.170735551544091757e-02,4.320023920223992585e-03,0.000000000000000000e+00,1.559151559262445755e-03
9.284486311472057996e-03,1.707712567422991687e-04,2.038377796925835289e-02,0.000000000000000000e+00,4.421834837910642267e-03
9.136980576137026383e-03,1.226243052220711387e-02,2.357834229335565440e-02,1.841585113982580719e-03,0.000000000000000000e+00
8.711373608722304887e-03,5.926770614983369739e-02,5.293512075610493778e-03,0.000000000000000000e+00,2.987442102351591487e-03
2.606606930630795977e-03,2.034230989000564756e-03,1.720715567938373505e-02,3.917695634535905969e-02,0.000000000000000000e+00
1.943939405896225048e-02,4.350586159112740164e-04,6.928073543825908655e-03,0.000000000000000000e+00,0.000000000000000000e+00
3.771518847988865938e-03,9.971209516264437425e-03,0.000000000000000000e+00,3.214879947920530612e-02,0.000000000000000000e+00
5.489589252093042201e-03,2.650408511905227339e-03,4.193981981266756143e-02,0.000000000000000000e+00,2.496794994830000376e-04
7.721759235385854819e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.636742044961676690e-02,9.883283448690448336e-02
1.211970735911524835e-02,0.000000000000000000e+00,4.254941259611911761e-03,0.000000000000000000e+00,1.580056572874500480e-03
1.614057607123493138e-02,5.016432116538595276e-02,3.781606737079856208e-03,0.000000000000000000e+00,4.114961105593020751e-04
1.755600765633783325e-02,8.218055982831283524e-03,3.751165204367450101e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.237241729180112507e-02,0.000000000000000000e+00,1.242840136869503148e-02,0.000000000000000000e+00,8.140840740234389292e-03
7.463729793856389155e-03,2.672161839925984306e-05,1.629952106085435408e-03,0.000000000000000000e+00,3.412577790210871535e-03
2.312076108345538852e-02,8.215103458340797032e-04,4.858301049705621112e-04,0.000000000000000000e+00,0.000000000000000000e+00
1.120927520803576861e-02,2.111899856911461908e-03,1.490824091248161773e-02,1.466014979598343924e-03,4.324353733647743649e-03
7.230594930216510501e-03,0.000000000000000000e+00,7.034169777927481819e-03,0.000000000000000000e+00,4.106975566095234613e-03
3.149896040357913485e-02,8.611033179380587349e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.642313552553422221e-02,0.000000000000000000e+00,2.517148177793155934e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.352369370443236296e-02,2.961297594315753616e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.083608946993686603e-03
1.109916541012705843e-02,0.000000000000000000e+00,1.587225583234523271e-02,1.717741254609481778e-03,2.669957768872667937e-03
7.712141715781765938e-03,2.374601128823742094e-03,1.676435749347170504e-02,1.314129361178402759e-03,8.233490943477783652e-02
1.202119305166539191e-02,0.000000000000000000e+00,1.201333867939733194e-02,4.411918276070708744e-03,1.717335037089690432e-03
5.015721349563313086e-04,2.078432832158696401e-03,2.549074276830241848e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.037274383864989456e-02,0.000000000000000000e+00,3.423253590447724454e-02,9.448955476849674184e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.356589991870742362e-02,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,2.006054801833758588e-02,4.380581339777687294e-02,0.000000000000000000e+00
1.684068881195352300e-03,5.452950139942087243e-03,2.673776987181336606e-02,5.513989512745512238e-03,2.769819769614796558e-03
1.657187935851836894e-02,0.000000000000000000e+00,8.189973803244956357e-03,0.000000000000000000e+00,1.249337910514753108e-03
1.468310184650366799e-02,6.384847930867034414e-03,1.133373893757291979e-02,3.051027551095580187e-04,0.000000000000000000e+00
8.076914449071154536e-03,4.405702530473248717e-03,1.545278787827296038e-02,9.236532217778873699e-04,5.070508900488809433e-04
8.431083002445851271e-04,1.399468143147270362e-03,6.032243965389888496e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.113670596246139399e-02,0.000000000000000000e+00,4.276084634388213276e-03,3.031306602864811822e-02,4.237566735767889226e-03
2.458539956504980986e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.515625313257062845e-02,9.878672207272198857e-02
2.868223715526458523e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.539193261214987618e-02
0.000000000000000000e+00,7.706915589465939548e-03,0.000000000000000000e+00,3.415009687837772950e-03,1.003462706779539859e-01
