iter,err
0,93.55452344110547
1,93.52836912574357
2,93.50898468816023
3,93.48712730168059
4,93.46434418371062
5,93.4442828107255
6,93.42893638105467
7,93.4178264912344
8,93.4097613778188
9,93.40379227353209
10,93.39924699712792
11,93.3956203217162
12,93.39255622509408
13,93.38983000042445
14,93.38731244950428
15,93.3849397055572
16,93.38268586063185
17,93.38054547068147
18,93.37852181045353
19,93.37661701693126
20,93.37483881771999
21,93.37321176963536
22,93.37174079404461
23,93.37041774253909
24,93.36922982886676
25,93.36815893207236
26,93.36718902261845
27,93.36631432238863
28,93.36552559531985
29,93.36480470849796
30,93.36413789809805
31,93.36351635320561
32,93.36294465630196
33,93.36242335863763
34,93.36194343453793
35,93.36149657282252
36,93.3610871266896
37,93.36071494190978
38,93.36037343254183
39,93.36005487876412
40,93.35974274346384
41,93.35945158062276
42,93.3591921973781
43,93.35895697319145
44,93.35873762510546
45,93.35852849639588
46,93.35832418916691
47,93.35812420384048
48,93.35793052575941
49,93.35774098592762
50,93.35755030734418
51,93.35735331575061
52,93.35716131796052
53,93.35698329971689
54,93.35681124243006
55,93.35664409538983
56,93.35648031488063
57,93.35631788812769
58,93.35615612356163
59,93.35599535379204
60,93.35583757472635
61,93.355681901003
62,93.35552441839377
63,93.35536158614342
64,93.35519577767523
65,93.35503881422967
66,93.35489303912804
67,93.35475920125776
68,93.35463457947658
69,93.35451107098332
70,93.354381746289
71,93.3542523602207
72,93.35412977885487
73,93.35400920714157
74,93.35388527323838
75,93.35376048560053
76,93.35363979122354
77,93.35352251144889
78,93.35340796852522
79,93.35329737294079
80,93.35319303974607
81,93.35309097901998
82,93.35299122823625
