3.463654538097802466e-02,4.343757269775764401e-03,3.555611791246234953e-03,4.320107082575009444e-02,2.562259627990328900e-03,1.103833586277699549e-02,0.000000000000000000e+00
4.566835898904478969e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.627826997161606920e-02,0.000000000000000000e+00,5.253511057454552138e-06,0.000000000000000000e+00
4.871240994223704351e-02,0.000000000000000000e+00,1.994166612248279665e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.189733799829848920e-02,1.748239798039793455e-13
9.537234409733625105e-06,0.000000000000000000e+00,5.440974053218673029e-02,0.000000000000000000e+00,6.142590311686915716e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.054256732824438879e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.396872814681231978e-02,1.572686732944826235e-02,0.000000000000000000e+00,6.567455667352843640e-02
1.597238862482213556e-02,4.012111842083140867e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.455245917796146718e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.827989760246201474e-03
2.073327090091374447e-02,0.000000000000000000e+00,5.004101504365181079e-03,0.000000000000000000e+00,9.944318459969827274e-06,3.038864681051268828e-03,3.051760146293268935e-11
1.069420409472433484e-02,0.000000000000000000e+00,0.000000000000000000e+00,7.019802362389362343e-10,0.000000000000000000e+00,0.000000000000000000e+00,6.388637359033647045e-02
7.559386151541739630e-03,4.534372206110378473e-02,1.001675173279137614e-03,5.436917762735583165e-02,6.225896494213427855e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.506854318251250380e-02,0.000000000000000000e+00,6.609889472658499882e-03,0.000000000000000000e+00,0.000000000000000000e+00,2.878612108055575783e-03,0.000000000000000000e+00
2.810418706642061476e-02,3.791144428652695048e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.727892806310598115e-12,0.000000000000000000e+00
1.783309294482319672e-03,9.231880695356428634e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.859673503930038330e-02,1.077218113649175586e-03
5.570441480060055704e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.705102181629777586e-02,6.334837817949971750e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.020228407904679974e-02,0.000000000000000000e+00,1.046620675340985407e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.396560041115138298e-04,0.000000000000000000e+00
1.869921223227126103e-03,0.000000000000000000e+00,9.470149376237618072e-03,6.790995471910378500e-02,0.000000000000000000e+00,1.830004496813722415e-03,0.000000000000000000e+00
2.212319139373748744e-02,0.000000000000000000e+00,1.382433653437959396e-02,4.016233798548297235e-02,1.479737785045805555e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.809141974793712138e-02,1.726218675698729804e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.333789471079567523e-02,8.083849878700016117e-03,7.647238110239660129e-06
4.154012501342747160e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.744708550028486793e-02,1.067224592952007410e-02,0.000000000000000000e+00
3.065154780546511595e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.084418872784894974e-03
1.710376087514146187e-02,0.000000000000000000e+00,5.359809650076363501e-03,0.000000000000000000e+00,0.000000000000000000e+00,1.261877238522378505e-03,0.000000000000000000e+00
1.800090801262245813e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.572268150402972381e-02,0.000000000000000000e+00,0.000000000000000000e+00
3.009556404984163255e-02,9.421062839397253974e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.565786175498426469e-02,1.313242807323589552e-07
2.219505667173549135e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.537171546386393202e-03,0.000000000000000000e+00,2.359930562267535323e-02
5.286923078670003251e-04,8.974603038644600461e-02,2.355036048853153573e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.253177013141420354e-02,0.000000000000000000e+00
1.935287536607743775e-02,5.177867711660676803e-02,4.938004244514647423e-03,4.037765172117110946e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.343451024732458178e-03
3.986223092267281165e-03,9.941364086318689453e-02,0.000000000000000000e+00,5.855385571788625232e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.302828947257708876e-02
1.367449531833506149e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.398493423136610320e-02,0.000000000000000000e+00,5.634323871169565415e-03,0.000000000000000000e+00
