iter,err
0,93.39713529032865
1,93.37119353735773
2,93.36225586685543
3,93.35854300841257
4,93.35660331066316
5,93.35539785875892
6,93.35455959945708
7,93.35393424848925
8,93.35344669314952
9,93.35305524181437
10,93.35273372186623
11,93.3524646035694
12,93.35223601901154
13,93.35203982503627
14,93.3518700841489
15,93.3517221348382
16,93.35159220658811
17,93.35147730624278
18,93.35137513360758
19,93.35128391914144
