5.583858615280073989e-01,4.430976331526254725e-02,8.960166286070896102e-02,2.058570819759664994e-01,2.095388420253326001e-02,8.089174611752146526e-02
8.463057658049817356e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.403472252274630683e-01,0.000000000000000000e+00,1.334700896755519096e-02
7.012766516428579067e-01,0.000000000000000000e+00,1.238569697831744254e-02,0.000000000000000000e+00,0.000000000000000000e+00,2.863376513788246092e-01
1.034174087894501430e-02,0.000000000000000000e+00,5.910318640479663710e-01,0.000000000000000000e+00,3.986263950730887240e-01,0.000000000000000000e+00
6.172510341864656525e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.748776499860131062e-01,1.078713158275211581e-01,0.000000000000000000e+00
5.164873330667314466e-01,4.448183611917294611e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.869430574153912006e-02,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.146506887736197910e-01,0.000000000000000000e+00,1.435094940575615818e-01,0.000000000000000000e+00,1.132383982476457438e-03,4.070743318634211655e-02
9.967305871113896210e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.269412888610269755e-03,0.000000000000000000e+00,0.000000000000000000e+00
1.649798311199399958e-01,3.806044567505415532e-01,5.189557482026305180e-02,3.510122938279588434e-01,5.150784348129650719e-02,0.000000000000000000e+00
8.563661796907703350e-01,0.000000000000000000e+00,1.097720918979121912e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.386172841131745992e-02
7.163877786325892894e-01,2.836121839744006889e-01,3.739301008486101418e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.804983195617078151e-02,5.096986182076793659e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.122515498361498665e-01
2.791119165764787691e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.996428294926327618e-01,5.212452539308884969e-01,0.000000000000000000e+00
8.121766396701293189e-01,0.000000000000000000e+00,1.761200370229301371e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.170332330694045554e-02
2.282738035985084346e-01,0.000000000000000000e+00,2.415310613719297284e-01,5.301951350295617260e-01,0.000000000000000000e+00,0.000000000000000000e+00
