iter,err
0,93.54884557050123
1,93.51171826242063
2,93.47650793661498
3,93.43362392478701
4,93.38830648455611
5,93.34993997107566
6,93.32284225316057
7,93.30510272647444
8,93.29339235071028
9,93.28535510861293
10,93.27953314816796
11,93.2750797638701
12,93.27151888128947
13,93.26858300610802
14,93.26611308842203
15,93.26401155231932
16,93.26220501020256
17,93.26063939742409
18,93.25927982734615
19,93.25810356116136
20,93.25709432317177
21,93.25623943670682
22,93.25552463401608
23,93.25493224795856
24,93.25444131517847
25,93.25403222443269
26,93.25368865529259
27,93.2533960759993
28,93.25314174843258
29,93.25291559894154
30,93.25270978415672
31,93.25251797978123
32,93.2523347520871
33,93.25215584888632
34,93.25197920896261
35,93.25180489191288
36,93.25163304765636
37,93.25146473420575
38,93.25130213333748
39,93.25114694662162
40,93.25099904877182
41,93.25085710317134
42,93.25072013056632
43,93.25058806469629
44,93.25046060047221
45,93.25033625190032
46,93.25021438210446
47,93.25009636561461
48,93.24998445630467
49,93.24987842698006
50,93.24977613932873
51,93.24967584663868
52,93.24957682580056
