3.210896905110809108e-02,5.776193078647178826e-03,3.846658168426498204e-03,4.339080197898999985e-02,2.102189110315519274e-03,1.510483205569227577e-02,0.000000000000000000e+00
4.616422401915089985e-02,0.000000000000000000e+00,0.000000000000000000e+00,4.250381869123034950e-02,0.000000000000000000e+00,6.043417795628166361e-04,0.000000000000000000e+00
5.136753890807443934e-02,0.000000000000000000e+00,6.380692178220281885e-06,0.000000000000000000e+00,0.000000000000000000e+00,6.338954065306386110e-02,1.275024990917943199e-16
1.047055498446029585e-05,0.000000000000000000e+00,5.531881969483786604e-02,0.000000000000000000e+00,6.165424938103795244e-02,0.000000000000000000e+00,0.000000000000000000e+00
9.902107818916670856e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.815751570676622184e-02,1.751482994082469505e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.527823849732255594e-02,4.060996173065536952e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.506115386218590521e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.177370737169910746e-03
2.013515758979251419e-02,0.000000000000000000e+00,5.068724720447881187e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.807190212154927533e-03,1.202998917841767633e-07
9.530260642941044621e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.655284102508877975e-02
6.864562139002407075e-03,4.554383318200179442e-02,1.033664787504892570e-03,5.513265083094229246e-02,6.263276007533242172e-03,0.000000000000000000e+00,0.000000000000000000e+00
2.413369019372080954e-02,0.000000000000000000e+00,7.326053808031330120e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.190419635223767619e-03,0.000000000000000000e+00
2.777727323993378628e-02,3.841478551533978464e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.338856964693167249e-10,0.000000000000000000e+00
3.108965033108217983e-03,9.127673299163054088e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.942622195036963539e-02,5.031495814623849803e-07
7.693006526908458334e-03,0.000000000000000000e+00,0.000000000000000000e+00,3.335424029666741313e-02,6.351122971653994087e-02,1.822152142928446482e-04,0.000000000000000000e+00
