iter,err
0,93.54271485880214
1,93.37495444357107
2,93.26269661123973
3,93.2146351758018
4,93.19562590496125
5,93.18669100480332
6,93.18129166924058
7,93.17760179306663
8,93.17457172455889
9,93.17170668535579
10,93.16898471338676
11,93.16655931735885
12,93.16458607737657
13,93.16308841287758
14,93.16197460962555
15,93.16113006633165
16,93.16044948892207
17,93.15985664598972
18,93.15930602443686
19,93.15876776519279
20,93.1582225578945
21,93.15766917008798
22,93.15711464550363
23,93.15659634332303
24,93.15613626164671
25,93.15571826956918
26,93.15535237238467
27,93.15504468438114
28,93.1547918623777
29,93.15458773720077
30,93.15442207748967
31,93.15428801683602
32,93.15417553475784
33,93.15407830335798
